1|85,0,0,0
0|-14887,-16962,-708,555,-1229,2477,2739,5993,-4270,-1651
1|0,0,0,0
0|-14506,-16129,-1117,2483,-1074,2321,2962,-112,-1619,-5
1|22,0,0,0
0|-14559,-15845,-682,3862,-834,2350,3007,-1043,-2813,403
1|36,0,0,0
0|-14686,-16631,2554,5182,-345,2324,3079,9983,-8836,494
1|72,0,0,0
0|-15051,-14010,2004,4225,897,3222,-47,-761,12440,-4916
1|0,0,0,0
0|-14681,-17439,2762,2308,85,3133,1730,-1631,11059,-4828
1|297,0,0,0
0|-14554,-15252,418,4770,-1576,3026,2023,-4217,-8034,-619
1|0,0,0,0
0|-14369,-16319,-750,380,-1046,2901,2650,2661,-2666,-594
1|67,0,0,0
0|-14591,-16539,4227,3064,-743,3033,2663,-1464,-4768,1143
1|17,0,0,0
0|-14702,-16402,-692,5290,-157,2955,2912,2972,-6295,2256
1|37,0,0,0
